"feature","cluster"
"X64342_219.138_8.245_NA","cluster5"
"X64888_361.2_8.398_NA","cluster5"
"X62659_349.201_8.085_NA","cluster5"
"X27647_211.133_4.484_NA;NCGC00169769-02_C15H22O2_2-Naphthaleneacetic acid, 1,2,3,5,6,7,8,8a-octahydro-8,8a-dimethyl-alpha-methylene-, (2R,8S,8aR)-","cluster5"
"X62888_203.143_8.109_NA;Spectral Match to (-)-Perillyl alcohol from NIST14","cluster5"
"X91012_742.509_12.529_NA","cluster5"
"X40143_314.159_5.596_NA","cluster5"
"X62855_249.148_8.131_NCGC00385922-01_C15H20O3_(2R,5S,9R,12R)-13,13-Dimethyl-7-oxatetracyclo[7.5.0.0~1,5~.0~2,12~]tetradecane-4,8-dione;4-O-Methylphloracetophenone","cluster5"
"X39144_265.143_5.394_NA;zawadskinolide C","cluster5"
"X18937_386.202_3.727_NA","cluster5"
"X21902_430.228_4_NA","cluster5"
"X24543_474.253_4.227_NA","cluster5"
"X27044_518.279_4.437_NA","cluster5"
"X67053_233.153_8.72_Massbank:NA003096 (+)-Costunolide|Costunolide|(3aS,6E,10E,11aR)-6,10-dimethyl-3-methylidene-3a,4,5,8,9,11a-hexahydrocyclodeca[b]furan-2-one;Isoalantolactone CollisionEnergy:205060","cluster5"
"X54161_367.211_6.992_NA","cluster5"
"X3733_165.112_1.843_NA","cluster5"
"X3594_182.138_1.758_NA","cluster5"
"X72020_317.211_9.434_NA","cluster5"
"X38582_360.237_5.408_NA","cluster5"
"X43162_343.175_5.804_NA","cluster5"
"X5706_222.112_2.275_NA","cluster5"
"X20904_253.143_3.875_NA","cluster5"
"X70025_351.216_9.254_NA","cluster5"
"X90957_633.325_12.525_NA","cluster5"
"X90159_574.467_12.231_NA","cluster5"
"X61239_165.054_7.9_NA;Spectral Match to Dimethyl phthalate from NIST14","cluster5"
"X61226_239.091_7.896_NA","cluster5"
"X92255_504.389_12.928_NA","cluster5"
"X70807_321.205_9.157_NA","cluster5"
"X87535_846.65_11.378_NA","cluster5"
"X53740_368.327_6.94_NA","cluster5"
"X71671_403.247_9.394_NA","cluster5"
"X63093_377.232_8.133_NA","cluster5"
"X38938_283.153_5.339_NA","cluster5"
"X4505_284.206_2.044_NA","cluster5"
"X79573_283.226_10.258_NA;Spectral Match to 12(S)-Hydroxy-16-heptadecynoic acid from NIST14","cluster5"
"X68952_273.184_9.027_NA;NCGC00381248-01!4-oxododecanedioic acid","cluster5"
"X42598_235.133_5.752_NA;Curcumenol","cluster5"
"X68702_319.19_8.961_NA","cluster5"
"X72209_295.19_9.224_Massbank:NA002994 [6]-Gingerol|5-hydroxy-1-(4-hydroxy-3-methoxyphenyl)decan-3-one","cluster5"
"X67790_263.164_8.824_NA","cluster5"
"X41819_265.143_5.694_NA","cluster5"
"X81696_345.242_10.618_NA","cluster5"
"X69225_377.232_9.075_NA","cluster5"
"X91803_856.608_12.893_NA","cluster5"
"X91360_856.608_12.616_NA","cluster5"
"X91635_726.528_12.736_NA","cluster5"
"X92310_830.591_13.04_NA","cluster5"
"X90881_855.511_12.485_NA;TAG (18:3/18:4/18:5)","cluster5"
"X80499_434.289_10.354_NA","cluster5"
"X3308_187.093_1.583_NA","cluster5"
"X43153_282.17_5.805_NA;""10,12-dihydroxy-9-methyl-4,13-dimethylene-6-oxatricyclo[7.4.0.0<3,7>]tridecan- 5-one CollisionEnergy:102040""","cluster5"
"X66301_319.19_8.642_NA","cluster5"
"X84210_343.226_10.793_NA","cluster5"
"X41583_284.185_5.741_NCGC00384597-01!3a,8-dihydroxy-3,5a,9-trimethyl-4,5,6,7,8,9b-hexahydro-3H-benzo[g][1]benzofuran-2-one;""6-aminododecanedioic acid, chloride CollisionEnergy:102040""","cluster5"
"X79833_405.263_10.284_NA;Spectral Match to O-Arachidonoylglycidol from NIST14","cluster5"
"X44640_302.196_5.932_NA","cluster5"
"X24164_246.133_4.196_NA","cluster5"
"X3356_261.131_1.613_NA","cluster5"
"X85698_401.268_10.98_NA","cluster5"
"X91639_316.32_12.745_NA","cluster5"
"X45908_398.273_6.073_NA","cluster5"
"X80185_413.268_10.231_NA","cluster5"
"X75986_383.184_9.884_NA","cluster5"
"X75092_378.227_9.823_NA","cluster5"
"X74587_361.201_9.806_NA","cluster5"
"X49258_367.269_6.43_NA","cluster5"
"X70494_360.216_9.246_NA","cluster5"
"X50197_163.112_6.537_NA","cluster5"
"X81739_283.169_10.507_NA;Spectral Match to 12(S)-Hydroxy-16-heptadecynoic acid from NIST14","cluster5"
"X68733_329.174_8.906_NA;Lagochilin","cluster5"
"X68166_347.185_8.889_NA","cluster5"
"X57169_344.258_7.369_NA","cluster5"
"X11211_349.184_2.974_NA","cluster5"
"X2516_275.11_1.136_NA","cluster5"
"X81407_542.425_10.479_NA;Spectral Match to Decaethylene glycol from NIST14","cluster5"
"X2383_305.157_0.976_NA","cluster5"
"X50527_381.247_6.576_NA","cluster5"
"X65542_277.179_8.492_NA","cluster5"
"X77868_450.284_10.067_NA","cluster5"
"X74698_291.195_9.734_NA","cluster5"
"X74207_407.242_9.683_NA","cluster5"
"X74534_297.205_9.719_NA","cluster5"
"X73662_457.257_9.649_NA;Spectral Match to 1-Myristoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine from NIST14","cluster5"
"X67597_378.227_8.691_NA","cluster5"
"X68744_479.263_8.985_NA","cluster5"
"X7709_313.185_2.567_NA","cluster5"
"X67605_462.248_8.807_NA","cluster5"
"X69976_307.19_9.17_NA","cluster5"
"X66344_412.232_8.607_NA","cluster5"
"X80636_484.326_10.368_NA","cluster5"
"X77912_363.216_10.071_NA","cluster5"
"X57338_397.222_7.391_NA","cluster5"
"X67844_291.159_8.838_NA","cluster5"
"X71523_361.201_9.48_NA","cluster5"
"X70029_249.148_9.234_NA;PSEUDO-ANISATIN","cluster5"
"X74705_363.216_9.807_NA","cluster5"
"X68451_251.164_8.941_Lychnopholic acid;Massbank:NA002321 (+)-Costunolide|Costunolide|(3aS,6E,10E,11aR)-6,10-dimethyl-3-methylidene-3a,4,5,8,9,11a-hexahydrocyclodeca[b]furan-2-one","cluster5"
"X65883_410.253_8.603_NA","cluster5"
"X81270_429.263_10.452_NA","cluster5"
"X83942_459.273_10.76_NA","cluster5"
"X80507_517.314_10.363_NA","cluster5"
"X84180_538.373_10.799_NA","cluster5"
"X84013_480.331_10.808_NA;Contaminant vial septum ThermoFisher C5000-44B","cluster5"
"X84750_448.305_10.713_NA","cluster5"
"X83904_473.288_10.766_NA","cluster5"
"X77683_539.3_9.958_NA;Alpha-Tocopherol","cluster5"
"X77850_407.242_9.894_NA","cluster5"
"X79518_503.298_10.251_NA","cluster5"
"X71818_207.138_9.407_NA","cluster5"
"X79756_403.247_10.413_NA","cluster5"
"X82685_485.288_10.614_PG(16:0_0:0) - 2-hydroxy-3-(2-hydroxyacetoxy)propyl palmitate;PE(16:0/0:0); [M+H]+ C21H45N1O7P1","cluster5"
"X85088_429.263_10.896_NA","cluster5"
"X79848_531.293_10.292_NA","cluster5"
"X72525_267.159_9.491_NA","cluster5"
"X67756_473.252_8.823_NA","cluster5"
"X75046_470.348_9.81_NA","cluster5"
"X73553_864.625_9.606_NA","cluster5"
"X70856_806.583_9.292_NA","cluster5"
"X39604_269.138_5.645_NA","cluster5"
"X79270_345.206_10.085_NA;(4E,8E)-7-hydroxy-10-(hydroxymethyl)-4,8,11,15-tetramethylbicyclo[11.2.0]pentadeca-4,8,14-trien-6-one","cluster5"
"X76760_490.315_10.008_NA","cluster5"
"X17773_434.202_3.628_NA","cluster5"
"X77096_471.346_9.991_NA","cluster5"
"X86207_568.441_11.064_NA","cluster5"
"X2767_245.063_1.251_NA","cluster5"
"X60637_347.185_7.741_NA","cluster5"
"X55565_321.206_7.171_NA","cluster5"
"X70971_403.211_9.304_NA","cluster5"
"X56184_351.216_7.247_NA","cluster5"
"X58610_295.19_7.55_NA","cluster5"
"X64367_295.19_8.326_NA;B18A06_Vallartanone_B","cluster5"
"X8462_372.186_2.668_NA","cluster5"
"X77823_399.216_10.062_NA","cluster5"
"X77914_412.269_10.069_NA","cluster5"
"X82627_443.279_10.661_NA","cluster5"
"X7350_305.157_2.527_NA","cluster5"
"X92319_754.561_13.04_NA","cluster5"
"X7846_328.233_2.591_NA","cluster5"
"X77641_347.221_10.032_NA;B18A06_Vallartanone_B","cluster5"
"X51315_384.238_6.662_NA","cluster5"
"X75217_417.263_9.795_NA;Lagochilin","cluster5"
"X81651_343.226_10.5_NA","cluster5"
"X83935_503.336_10.76_NA","cluster5"
"X3115_275.11_1.491_NA","cluster5"
"X28783_269.138_4.584_NA","cluster5"
"X72902_494.311_9.528_NA","cluster5"
"X4666_236.128_2.075_NA","cluster5"
"X12509_372.186_3.12_NA","cluster5"
"X4598_165.066_2.032_NA","cluster5"
"X58408_337.237_7.51_NA","cluster5"
"X63644_309.205_8.213_NA","cluster5"
"X83787_459.31_10.746_NA","cluster5"
"X84924_490.352_10.91_NA","cluster5"
"X70538_291.195_9.29_NA","cluster5"
"X50237_382.222_6.662_NA","cluster5"
"X50534_269.174_6.579_NA","cluster5"
"X48766_209.153_6.378_NA;Spectral Match to Curcumol from NIST14","cluster5"
"X81065_537.339_10.424_NA","cluster5"
"X1927_275.11_0.922_NA","cluster5"
"X67092_345.169_8.727_NA;NCGC00380990-01!(2E,4E)-12-hydroxy-13-(hydroxymethyl)-14-methoxy-3,5,7-trimethyl-14-oxotetradeca-2,4-dienoic acid [IIN-based on: CCMSLIB00000847299]","cluster5"
"X92323_316.32_13.049_NA","cluster5"
"X92304_778.561_13.041_NA","cluster5"
"X7620_344.228_2.559_NA","cluster5"
"X51350_297.169_6.661_NA","cluster5"
"X5010_172.097_2.14_NA","cluster5"
"X51409_400.233_6.654_NA","cluster5"
"X62362_379.211_8.037_NA","cluster5"
"X91435_332.331_12.674_NA","cluster5"
"X92182_804.575_12.984_NA","cluster5"
"X91885_765.584_12.873_NA","cluster5"
"X91322_778.56_12.632_NA;[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] (1S,4aR,6aS,6bR,9S,10R,11R,12aR)-1,10,11-trihydroxy-9-(hydroxymethyl)-2,2,6a,6b,9,12a-hexamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylate","cluster5"
"X88611_778.561_11.745_NA","cluster5"
"X90772_552.432_12.459_Spectral Match to .beta.-Cryptoxanthin from NIST14","cluster5"
"X69768_354.227_9.014_NA","cluster5"
"X66456_305.174_8.684_NA","cluster5"
"X72129_317.174_9.458_NA","cluster5"
"X61309_293.174_7.98_NA","cluster5"
"X69814_333.205_9.313_NA","cluster5"
"X37385_316.175_5.313_NA","cluster5"
"X32581_179.106_4.851_NA","cluster5"
"X75334_319.226_9.882_NA;NCGC00385974-01_C20H34O4_1-Naphthalenecarboxylic acid, decahydro-6-hydroxy-5-[(3Z)-5-hydroxy-3-methyl-3-penten-1-yl]-1,4a,6-trimethyl-, (1S,4aS,5R,6R)-","cluster5"
"X43812_207.138_5.799_NA;Spectral Match to 9-OxoOTrE from NIST14","cluster5"
"X65065_377.232_8.419_NA","cluster5"
"X17160_258.133_3.572_NA","cluster5"
"X30957_330.154_4.766_NA","cluster5"
"X38247_241.143_5.384_NA","cluster5"
"X74783_371.221_9.743_NA","cluster5"
"X63822_223.133_8.209_NA","cluster5"
"X86269_414.32_11.078_NA","cluster5"
"X18928_312.201_3.911_NA","cluster5"
"X23088_388.254_4.248_NA","cluster5"
"X27666_432.28_4.487_NA","cluster5"
"X21478_344.228_3.965_NA","cluster5"
"X24785_393.211_4.251_NA","cluster5"
"X21286_349.185_3.948_NA","cluster5"
"X85503_442.316_10.951_NA","cluster5"
"X85651_398.289_10.972_NA","cluster5"
"X35573_606.332_5.16_NA","cluster5"
"X27486_437.236_4.486_NA","cluster5"
"X91778_780.571_12.81_NA","cluster5"
"X40076_476.306_5.541_NA","cluster5"
"X43513_564.358_5.84_NA","cluster5"
"X37955_432.28_5.365_NA","cluster5"
"X41933_520.332_5.702_NA","cluster5"
"X35488_388.254_5.153_NA","cluster5"
"X65889_456.206_8.549_NA","cluster5"
"X15299_303.106_3.395_NA","cluster5"
"X33786_562.306_5.006_NA","cluster5"
"X31722_518.279_4.829_NA","cluster5"
"X26700_430.228_4.408_NA","cluster5"
"X29323_474.253_4.629_NA","cluster5"
"X55812_268.211_7.203_NA","cluster5"
"X37470_652.41_5.316_NA","cluster5"
"X35954_608.384_5.182_NA","cluster5"
"X34153_564.358_5.036_NA","cluster5"
"X32282_520.332_4.874_NA","cluster5"
"X30150_476.306_4.694_NA","cluster5"
"X54983_296.206_7.101_NA","cluster5"
"X52856_208.154_6.839_NA","cluster5"
"X56699_312.238_7.306_NA","cluster5"
"X32745_284.206_4.917_NA","cluster5"
"X33570_534.311_4.993_NA","cluster5"
"X22882_358.207_4.085_NA","cluster5"
"X64294_467.169_8.313_NA","cluster5"
"X52917_191.127_6.845_NA","cluster5"
"X47278_165.055_6.213_NA","cluster5"
"X26052_402.233_4.361_NA","cluster5"
"X27755_314.217_4.495_NA","cluster5"
"X23644_270.191_4.147_NA","cluster5"
"X54055_252.18_6.981_NA","cluster5"
"X54046_235.154_6.984_NA","cluster5"
"X40223_740.463_5.55_NA","cluster5"
"X31359_490.284_4.81_NA","cluster5"
"X29010_446.259_4.604_NA","cluster5"
"X19948_254.159_3.824_NA","cluster5"
"X14303_210.133_3.3_NA","cluster5"
"X19050_314.18_3.74_NA","cluster5"
"X15465_298.148_3.41_NA","cluster5"
"X19736_342.176_3.814_NA","cluster5"
"X23575_386.202_4.138_NA","cluster5"
"X25779_330.133_4.366_NA","cluster5"
"X2033_261.131_0.962_NA","cluster5"
"X25100_416.249_4.283_NA","cluster5"
"X81906_776.573_10.519_NA","cluster5"
"X83375_834.615_10.702_NA","cluster5"
"X73596_348.216_9.608_NA","cluster5"
"X85297_432.31_10.925_NA;(2R,3S,4S,5S,6R)-2-[[7-hydroxy-4-[(Z)-5-hydroxy-3-methylpent-3-enyl]-4a,8,8-trimethyl-3-methylidene-2,4,5,6,7,8a-hexahydro-1H-naphthalen-2-yl]oxy]-6-(hydroxymethyl)oxane-3,4,5-triol","cluster5"
"X91931_777.548_12.889_NA","cluster5"
"X91877_779.564_12.868_NA;[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] (1S,4aR,6aS,6bR,9S,10R,11R,12aR)-1,10,11-trihydroxy-9-(hydroxymethyl)-2,2,6a,6b,9,12a-hexamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylate","cluster5"
"X35707_297.133_5.241_NA","cluster5"
"X82390_481.294_10.588_NA","cluster5"
"X80834_335.221_10.287_NA","cluster5"
"X78993_401.232_10.196_NA","cluster5"
"X85295_398.326_10.919_NA","cluster5"
"X61067_377.232_7.87_NA","cluster5"
"X55803_310.216_7.197_NA","cluster5"
"X59188_312.231_7.625_NA","cluster5"
"X33200_260.196_4.886_NA","cluster5"
"X54318_412.233_7.012_NA","cluster5"
"X77916_524.358_10.014_NA","cluster5"
"X76029_522.342_9.89_NA","cluster5"
"X69574_325.2_9.119_NA","cluster5"
"X69872_403.211_9.051_NA","cluster5"
"X42349_257.138_5.732_NA","cluster5"
"X41999_300.18_5.705_NA;Massbank:NA000814 Artemisinin","cluster5"
"X64534_540.316_8.35_NA","cluster5"
"X42121_267.159_5.694_NA","cluster5"
"X43783_283.153_5.769_NA","cluster5"
"X57864_378.19_7.46_NA","cluster5"
"X67521_377.232_8.789_NA","cluster5"
"X72622_321.205_9.496_NA;B18A06_Vallartanone_B","cluster5"
"X66997_315.195_8.712_NA","cluster5"
"X76884_301.179_9.972_NA","cluster5"
"X76016_297.184_9.877_NA;Massbank:NA003094 (+)-Costunolide|Costunolide|(3aS,6E,10E,11aR)-6,10-dimethyl-3-methylidene-3a,4,5,8,9,11a-hexahydrocyclodeca[b]furan-2-one","cluster5"
"X78959_429.263_10.191_NA","cluster5"
"X63611_335.221_8.163_NA","cluster5"
"X68959_317.21_9.03_NA","cluster5"
"X3476_289.089_1.675_NA","cluster5"
"X35758_325.164_5.208_NA","cluster5"
"X86114_500.373_11.053_NA","cluster5"
"X82521_541.352_10.6_NA","cluster5"
"X46707_388.233_6.144_NA","cluster5"
"X46640_414.305_6.135_NA","cluster5"
"X84722_545.402_10.851_NA","cluster5"
"X88542_429.336_11.724_NA","cluster5"
"X88613_417.336_11.742_NA;Spectral Match to Uvaol from NIST14","cluster5"
"X91598_772.49_12.722_NA;Spectral Match to 1,2-Dipalmitoleoyl-sn-glycero-3-phosphocholine from NIST14","cluster5"
"X60625_235.169_7.784_NA;Massbank:NA003459 (+)-Costunolide|Costunolide|(3aS,6E,10E,11aR)-6,10-dimethyl-3-methylidene-3a,4,5,8,9,11a-hexahydrocyclodeca[b]furan-2-one","cluster5"
"X11141_298.148_3.008_NA","cluster5"
"X17547_342.176_3.61_NA","cluster5"
"X78656_438.284_10.174_NA;NCGC00384809-01!5-[5-hydroxy-3-(hydroxymethyl)pentyl]-8a-(hydroxymethyl)-5,6-dimethyl-3,4,4a,6,7,8-hexahydronaphthalene-1-carboxylic acid [IIN-based: Match]","cluster5"
"X12639_377.143_3.134_NA","cluster5"
"X67006_366.227_8.702_NA","cluster5"
"X67145_253.179_8.689_Massbank:AC000282 Walleminone|(1R,4S,5S,6R,9R)-5,6-dihydroxy-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undecan-3-one;Massbank:AC000104 5-hydroxyculmorin|(1S,3R,3aS,4R,6R,8aR,9R)-Decahydro-1,5,5,8a-tetramethyl-1,4-methanoazulene-3,6,9-triol","cluster5"
"X45417_265.143_6.01_""10,12-dihydroxy-9-methyl-4,13-dimethylene-6-oxatricyclo[7.4.0.0<3,7>]tridecan- 5-one CollisionEnergy:102040"";9_10-alpha-Epoxy-eremanthin","cluster5"
"X58733_283.19_7.569_NA;Brassylic acid - 40.0 eV","cluster5"
"X88083_612.503_11.54_NA","cluster5"
"X15278_268.211_3.439_NA","cluster5"
"X17502_282.19_3.601_NA","cluster5"
"X10682_196.154_2.921_NA","cluster5"
"X15819_432.244_3.441_NA;Spectral Match to Nonaethylene glycol from NIST14","cluster5"
"X39695_400.29_5.515_NA","cluster5"
"X67161_289.252_8.754_NA;Spectral Match to Myristoleic acid from NIST14","cluster5"
"X39090_325.241_5.454_NA","cluster5"
"X44482_550.337_5.927_NA","cluster5"
"X44525_281.157_5.934_NA;SEBACIC ACID","cluster5"
"X44856_283.173_5.906_NA;""6-aminododecanedioic acid, chloride CollisionEnergy:102040""","cluster5"
"X19161_289.162_3.751_NA","cluster5"
"X77258_351.253_9.812_NA;Spectral Match to 1-Linoleoylglycerol from NIST14","cluster5"
"X66404_329.174_8.618_NA;Massbank:NA003096 (+)-Costunolide|Costunolide|(3aS,6E,10E,11aR)-6,10-dimethyl-3-methylidene-3a,4,5,8,9,11a-hexahydrocyclodeca[b]furan-2-one","cluster5"
"X84145_331.226_10.785_NA;(3aR)-(+)-Sclareolide CollisionEnergy:205060","cluster5"
"X83425_486.378_10.703_NA;ERYTHRODIOL","cluster5"
"X27175_474.29_4.438_NA;Spectral Match to Nonaethylene glycol from NIST14","cluster5"
"X2152_270.154_0.995_NA","cluster5"
"X21387_372.223_3.999_NA","cluster5"
"X53938_370.28_6.971_NA","cluster5"
"X24147_448.275_4.192_NA","cluster5"
"X17441_314.217_3.6_NA","cluster5"
"X13593_253.164_3.223_NA","cluster5"
"X20901_358.244_3.915_NA","cluster5"
"X22085_479.314_4.015_NA;Spectral Match to Nonaethylene glycol from NIST14","cluster5"
"X16427_328.197_3.688_NA","cluster5"
"X62177_518.238_8.011_NA","cluster5"
"X33901_196.206_4.963_NA","cluster5"
"X25465_356.228_4.308_NA","cluster5"
"X71686_544.405_9.391_NA","cluster5"
"X66982_486.363_8.71_NA","cluster5"
"X61082_428.322_7.874_NA","cluster5"
"X80065_718.53_10.31_NA","cluster5"
"X77900_660.488_10.068_NA","cluster5"
"X75272_602.447_9.788_NA;Spectral Match to Undecaethylene glycol from NIST14","cluster5"
"X5580_340.269_2.252_NA","cluster5"
"X90400_612.453_12.338_NA;Contaminant vial septum ThermoFisher C5000-44B","cluster5"
"X75994_402.321_9.879_NA","cluster5"
"X45092_546.306_5.973_NA","cluster5"
"X59954_378.19_7.723_NA","cluster5"
"X88625_772.49_11.746_NA;Spectral Match to 1-Palmitoyl-2-linoleoyl-sn-glycero-3-phosphocholine from NIST14","cluster5"
"X67611_279.195_8.804_NA;Spectral Match to Benzoic acid, 3,5-bis(1,1-dimethylethyl)-4-hydroxy- from NIST14","cluster5"
"X68358_315.158_8.925_NA","cluster5"
"X63046_382.222_8.17_NA","cluster5"
"X90258_778.56_12.267_NA","cluster5"
"X9009_178.122_2.729_NA","cluster5"
"X84419_462.321_10.812_NA","cluster5"
"X69822_335.221_9.116_NA","cluster5"
"X41340_239.128_5.651_NA","cluster5"
"X70250_267.195_9.143_NA","cluster5"
"X62868_221.153_8.103_NA;NCGC00380971-01_C17H28O3_(1R,2R,4aS,8aS)-2-[(2R)-2-Hydroxybutyl]-1,3-dimethyl-1,2,4a,5,6,7,8,8a-octahydro-1-naphthalenecarboxylic acid","cluster5"
"X61192_239.164_7.887_NA;Spectral Match to Dodecanedioic acid from NIST14","cluster5"
"X64096_209.153_8.158_NA","cluster5"
"X66166_349.201_8.764_NA","cluster5"
"X65021_345.169_8.395_NA","cluster5"
"X50465_267.159_6.57_NA","cluster5"
"X72968_414.285_9.533_NA","cluster5"
"X69285_350.232_9.149_NA","cluster5"
"X68090_295.19_8.882_NA","cluster5"
"X70424_363.216_9.305_NA","cluster5"
"X64670_379.211_8.367_NA","cluster5"
"X77078_468.295_9.991_NA","cluster5"
"X75615_470.312_9.838_NA","cluster5"
"X82318_415.303_10.568_NA","cluster5"
"X69369_283.19_9.173_NA","cluster5"
"X18686_358.244_3.709_NA;Spectral Match to Nonaethylene glycol from NIST14","cluster5"
"X31284_504.337_4.795_NA;Spectral Match to Nonaethylene glycol from NIST14","cluster5"
"X28836_534.348_4.668_NA;Spectral Match to Decaethylene glycol from NIST14","cluster5"
"X32966_578.374_4.827_NA;Spectral Match to Undecaethylene glycol from NIST14","cluster5"
"X26753_490.322_4.497_NA;Spectral Match to Nonaethylene glycol from NIST14","cluster5"
"X24351_446.296_4.3_NA;Spectral Match to Nonaethylene glycol from NIST14","cluster5"
"X34665_622.4_4.973_NA","cluster5"
"X68279_430.28_8.911_NA","cluster5"
"X78984_219.174_10.107_NA;Massbank:AC000287 Walleminone|(1R,4S,5S,6R,9R)-5,6-dihydroxy-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undecan-3-one","cluster5"
"X76348_496.363_9.964_NA","cluster5"
"X76388_520.363_9.961_NA","cluster5"
"X79486_440.313_10.258_NA;Spectral Match to Nonaethylene glycol from NIST14","cluster5"
"X71618_418.316_9.368_NA","cluster5"
"X73259_492.331_9.574_NA","cluster5"
"X69954_466.316_9.284_NA","cluster5"
"X74283_494.347_9.736_NA","cluster5"
"X34135_183.101_5.038_NA","cluster5"
"X84347_303.231_10.63_NA","cluster5"
"X29584_193.049_4.652_NA;Methyl Jasmonate (Mixiture of isomers) CollisionEnergy:205060","cluster5"
"X31589_701.392_4.818_NA","cluster5"
"X30059_657.366_4.686_NA","cluster5"
"X19576_437.236_3.791_NA","cluster5"
"X24796_569.314_4.383_NA","cluster5"
"X22774_525.288_4.208_NA","cluster5"
"X22041_481.262_4.012_NA","cluster5"
"X28295_613.34_4.542_NA","cluster5"
"X86446_466.374_11.103_NA","cluster5"
"X16730_416.285_3.532_NA","cluster5"
"X13588_372.259_3.226_NA","cluster5"
"X22021_504.337_4.013_NA","cluster5"
"X19529_460.311_3.79_NA;Spectral Match to Undecaethylene glycol from NIST14","cluster5"
"X43849_258.17_5.864_NA;PSEUDO-ANISATIN","cluster5"
"X82962_397.294_10.656_NA;Spectral Match to p-tert-Octylphenol tetraglycol ether from NIST14","cluster5"
"X83095_419.277_10.665_NA","cluster5"
"X82929_507.329_10.651_NA","cluster5"
"X83025_463.303_10.657_NA","cluster5"
"X81845_385.256_10.534_NA","cluster5"
"X86078_730.566_11.041_NA","cluster5"
"X84912_672.525_10.874_NA","cluster5"
"X85916_487.36_11.009_NA","cluster5"
"X61444_373.163_7.918_Massbank:PR303917 Arctigenin;Spectral Match to Arctigenin from NIST14","cluster5"
"X71459_395.243_9.368_NA","cluster5"
"X70388_315.158_9.232_NA","cluster5"
"X2838_160.076_1.361_NA","cluster5"
"X30681_253.107_4.739_NA","cluster5"
"X53732_335.221_6.944_NA","cluster5"
"X7986_283.175_2.612_NA","cluster5"
"X82786_445.294_10.626_NA","cluster5"
"X65002_335.221_8.412_NA","cluster5"
"X2663_231.084_1.193_NA","cluster5"
"X2761_284.206_1.252_NA","cluster5"
"X34108_309.133_5.11_NA","cluster5"
"X77034_447.273_9.984_NA","cluster5"
"X3357_300.201_1.613_NA;Spectral Match to Hexaethylene glycol from NIST14","cluster5"
"X92003_920.311_12.799_NA","cluster5"
"X86074_545.346_11.035_NA","cluster5"
"X34021_311.148_5.053_NA","cluster5"
"X90573_1071.328_12.354_NA;Contaminant vial septum ThermoFisher C5000-44B","cluster5"
"X91129_1070.326_12.533_Contaminant vial septum ThermoFisher C5000-44B","cluster5"
"X73181_375.216_9.546_NA","cluster5"
"X70108_319.19_9.368_NA;NCGC00384809-01!5-[5-hydroxy-3-(hydroxymethyl)pentyl]-8a-(hydroxymethyl)-5,6-dimethyl-3,4,4a,6,7,8-hexahydronaphthalene-1-carboxylic acid [IIN-based on: CCMSLIB00000847958]","cluster5"
"X67648_317.174_8.734_NA","cluster5"
"X66570_359.184_8.532_NA","cluster5"
"X4979_298.185_2.143_NA","cluster5"
"X8231_291.142_2.636_NA","cluster5"
"X6372_261.131_2.38_NA","cluster5"
"X10072_305.157_2.851_NA","cluster5"
"X7557_321.153_2.548_NA","cluster5"
"X11947_335.169_3.06_NA","cluster5"
"X4758_272.17_2.093_NA","cluster5"
"X8229_286.185_2.636_NA","cluster5"
"X66872_509.274_8.697_NA","cluster5"
"X66849_526.301_8.691_NA","cluster5"
"X79481_506.311_10.244_NA","cluster5"
"X5085_300.201_2.164_NA;Spectral Match to Hexaethylene glycol from NIST14","cluster5"
"X24005_183.101_4.287_NA","cluster5"
"X22370_191.106_4.045_NA","cluster5"
"X22379_209.117_4.046_NA;NCGC00380389-01!8-acetamido-2-methyl-7-oxononanoic acid","cluster5"
"X84903_311.2_10.872_NA","cluster5"
"X32736_227.128_4.914_NA","cluster5"
"X3093_231.084_1.503_NA","cluster5"
"X13581_349.184_3.226_NA","cluster5"
"X16734_393.21_3.532_NA","cluster5"
"X38212_227.128_5.428_NA","cluster5"
"X32757_245.138_4.922_NA;DIETHYL 2-METHYL-3-OXOSUCCINATE","cluster5"
"X32002_215.128_4.832_NA","cluster5"
"X15632_199.096_3.427_NA;epialyxialactone","cluster5"
"X54085_249.148_6.992_NA;Dihydro-8-deoxy-lactucin","cluster5"
"X58406_233.153_7.476_NA;Spectral Match to Sumaresinolic acid from NIST14","cluster5"
"X50603_249.148_6.596_NA","cluster5"
"X53384_281.174_6.899_NA","cluster5"
"X61323_335.185_7.819_NA","cluster5"
"X74136_301.179_9.546_NA","cluster5"
"X58454_384.238_7.533_NA","cluster5"
"X60073_340.212_7.736_NA","cluster5"
"X64406_321.206_8.285_NA","cluster5"
"X36476_269.138_5.31_NA","cluster5"
"X85122_439.321_10.897_NA","cluster5"
"X60022_335.221_7.693_NA","cluster5"
