,Feature,Importance,Mean Decrease Accuracy,Std Decrease Accuracy
3664,X48277_279.122_6.324_nan,1.3233302255044248e-05,0.0,0.0
6277,X72524_461.252_9.485_nan,1.3222493446142718e-05,0.0,0.0
6749,X76586_385.342_9.939_nan;Massbank: Myristamidopropyl betaine|carboxymethyl-dimethyl-[3-(tetradecanoylamino)propyl]azanium,1.3125682689874201e-05,0.0,0.0
8487,"X89726_685.435_12.127_nan;7-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-3-[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy-6-[[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxy-6-methoxychromen-2-one",1.3047229587263836e-05,0.0,0.0
600,X3824_416.155_2.005_nan,1.2989544318296466e-05,0.0,0.0
7847,X86436_998.288_11.136_nan;Contaminant vial septum ThermoFisher C5000-44B,1.2953553329748194e-05,0.0,0.0
5813,X68485_346.201_8.945_nan,1.2939218672905918e-05,0.0,0.0
2596,X32966_578.374_4.827_nan;Spectral Match to Undecaethylene glycol from NIST14,1.286000572795374e-05,0.0,0.0
7781,X85986_443.334_10.985_nan,1.2746115466567614e-05,0.0,0.0
776,X5817_278.175_2.291_nan,1.2696742269583504e-05,0.0,0.0
5798,X68288_351.216_8.914_nan,1.2691281516485622e-05,0.0,0.0
3154,X41956_342.191_5.796_nan,1.2441235562187786e-05,0.0,0.0
1608,X17287_326.123_3.581_nan,1.2019107786934627e-05,0.0,0.0
7987,X87352_479.314_11.317_nan,1.1916843292495435e-05,0.0,0.0
8584,X90166_538.519_12.227_Ceramide (18:1/16:0);Cer(d18:1/20:1); [M+H]+ C38H74N1O3,1.160294411889092e-05,0.0,0.0
8149,X88178_763.517_11.559_nan,1.1576330870652876e-05,0.0,0.0
6014,X70101_415.247_9.195_nan,1.1508482739217528e-05,0.0,0.0
3945,X51635_392.16_6.696_nan,1.1483468084101688e-05,0.0,0.0
3299,X44065_263.138_5.885_nan,1.1482174620865178e-05,0.0,0.0
2201,X26489_256.19_4.367_nan,1.1447801054149415e-05,0.0,0.0
3706,X48787_589.301_6.382_nan;Spectral Match to Urobilin from NIST14,1.1441389193589831e-05,0.0,0.0
5333,X64638_621.363_8.362_nan,1.1406060420964455e-05,0.0,0.0
5663,X67185_455.225_8.739_nan,1.1403011701555327e-05,0.0,0.0
5525,X66090_351.216_8.445_nan,1.1315214708899903e-05,0.0,0.0
5167,X63067_508.976_8.129_nan,1.128690567620149e-05,0.0,0.0
4649,X58406_233.153_7.476_nan;Spectral Match to Sumaresinolic acid from NIST14,1.1286905676200661e-05,0.0,0.0
8961,X92014_772.273_12.907_nan;Contaminants septum vial Thermo C4000-53 and C4000-54 serie,1.125233369700898e-05,0.0,0.0
971,X8137_263.139_2.652_nan,1.124754746983528e-05,0.0,0.0
3631,X48022_806.467_6.29_nan,1.1214662928003595e-05,0.0,0.0
1061,X9490_418.171_2.785_nan,1.1192063330501791e-05,0.0,0.0
5569,X66505_331.19_8.574_nan,1.1127543245158766e-05,0.0,0.0
8645,"X90436_685.435_12.339_nan;7-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-3-[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy-6-[[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxy-6-methoxychromen-2-one",1.1121045120801322e-05,0.0,0.0
4562,X57517_414.248_7.413_nan,1.1106383354555333e-05,0.0,0.0
5827,"X68569_289.252_8.961_KU036-10;NCGC00384643-01_C20H32O2_(2E)-3-Methyl-5-[(1S,8aS)-5,5,8a-trimethyl-2-methylenedecahydro-1-naphthalenyl]-2-pentenoic acid",1.1098862265729637e-05,0.0,0.0
6376,X73330_497.311_9.587_nan,1.1097575609638066e-05,0.0,0.0
257,X1758_262.144_0.869_nan,1.1084217818038111e-05,0.0,0.0
6646,X75615_470.312_9.838_nan,1.1043272576393945e-05,0.0,0.0
3472,X46385_423.164_6.107_nan,1.1040028960436833e-05,0.0,0.0
8784,"X91135_1045.202_12.583_nan;[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] 9-(hydroxymethyl)-2,2,6a,6b,9,12a-hexamethyl-10-[3,4,5-trihydroxy-6-[(3,4,5-trihydroxy-6-methyloxan-2-yl)oxymethyl]oxan-2-yl]oxy-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylate",1.102504308574201e-05,0.0,0.0
3730,X49100_295.153_6.465_nan,1.100792035111944e-05,0.0,0.0
3864,X50574_325.164_6.519_nan,1.0928746143905851e-05,0.0,0.0
3960,X51779_345.169_6.713_nan,1.0926516598209983e-05,0.0,0.0
3781,X49651_412.196_6.54_nan,1.089101257006559e-05,0.0,0.0
2306,X28042_346.222_4.562_nan,1.0889563752154282e-05,0.0,0.0
4839,X60058_394.258_7.736_nan,1.0866249254199353e-05,0.0,0.0
6382,X73375_307.226_9.689_nan,1.0866157625388947e-05,0.0,0.0
8612,X90275_864.265_12.28_nan;Contaminant vial septum ThermoFisher C5000-44B,1.08145458542363e-05,0.0,0.0
8976,X92042_706.496_12.94_nan;DG(20:4_18:0),1.077974593556933e-05,0.0,0.0
7359,X82031_259.169_10.55_nan;Spectral Match to Sumaresinolic acid from NIST14,1.0757971918760864e-05,0.0,0.0
3525,X47178_416.316_6.201_nan,1.0735787683348453e-05,0.0,0.0
2281,X27750_444.186_4.553_nan,1.0726813037659287e-05,0.0,0.0
5394,X65047_337.237_8.413_nan,1.0717225058160518e-05,0.0,0.0
6516,X74552_286.31_9.72_nan,1.0650254744582818e-05,0.0,0.0
7088,X79752_337.237_10.279_nan,1.062392576442667e-05,0.0,0.0
8596,X90214_1070.327_12.249_Contaminant vial septum ThermoFisher C5000-44B,1.0617128055355807e-05,0.0,0.0
3124,X41588_383.17_5.591_nan,1.059471278699454e-05,0.0,0.0
4985,X61406_185.132_7.912_nan,1.0586302363900343e-05,0.0,0.0
5931,X69362_394.227_9.097_nan,1.0542427696091581e-05,0.0,0.0
6751,X76599_338.268_9.94_nan,1.0532482809590539e-05,0.0,0.0
2137,X25286_539.267_4.299_nan,1.0519261438951939e-05,0.0,0.0
2073,X24301_271.153_4.102_nan,1.048789393180411e-05,0.0,0.0
158,X1139_287.131_0.684_nan,1.0455742897852988e-05,0.0,0.0
4037,X52679_411.969_6.816_nan,1.0451357396656639e-05,0.0,0.0
3974,X51917_283.154_6.729_nan,1.0450081990664827e-05,0.0,0.0
719,X5024_253.127_2.148_nan,1.0309004773270813e-05,0.0,0.0
5005,X61592_265.143_7.842_nan,1.028364051869756e-05,0.0,0.0
284,X1954_292.154_0.945_nan,1.0234857499848372e-05,0.0,0.0
8576,X90138_670.383_12.221_nan,1.0229275887523592e-05,0.0,0.0
3603,X47766_281.216_6.08_nan,1.0161075689893978e-05,0.0,0.0
4103,X53436_467.226_6.907_nan,1.0072445648004457e-05,0.0,0.0
8528,X89878_564.607_12.273_nan,9.997963078121232e-06,0.0,0.0
2385,X29465_355.139_4.649_nan,9.963513552857086e-06,0.0,0.0
5886,X68958_277.179_9.029_nan,9.92787328012452e-06,0.0,0.0
2456,X30798_388.248_4.752_nan,2.873748100512789e-18,0.0,0.0
2740,X35482_363.143_5.055_nan,2.7676228756788225e-18,0.0,0.0
1722,X19050_314.18_3.74_nan,1.8653597939857864e-18,0.0,0.0
5839,X68649_570.308_8.97_nan,1.5415813046775354e-18,0.0,0.0
8635,X90407_332.331_12.33_nan,1.5194845227270641e-18,0.0,0.0
6103,X70794_512.358_9.285_nan,1.1287208391135725e-18,0.0,0.0
1502,X15819_432.244_3.441_nan;Spectral Match to Nonaethylene glycol from NIST14,1.0037982304500056e-18,0.0,0.0
8400,"X89370_1130.313_12.026_nan;(2S,3S,4S,5R,6R)-6-[[(3S,4S,6aR,6bS,8R,8aR,9R,10R,12aS,14bR)-10-acetyloxy-8a-(acetyloxymethyl)-8,9-dihydroxy-4-(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-4-hydroxy-3,5-bis[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy]oxane-2-carboxylic acid",9.960580330116044e-19,0.0,0.0
3910,X51211_428.227_6.647_nan,9.61902445288324e-19,0.0,0.0
2951,X38710_416.191_5.506_nan,9.21781715217787e-19,0.0,0.0
1133,X10472_281.149_2.871_nan,9.098048413975173e-19,0.0,0.0
5186,X63193_393.19_8.141_nan,8.566024662300708e-19,0.0,0.0
1395,X14390_330.154_3.304_nan,8.309247789889155e-19,0.0,0.0
7774,X85937_425.268_11.009_nan,8.015498883448375e-19,0.0,0.0
5083,X62264_508.311_8.165_nan,7.961013179278934e-19,0.0,0.0
8817,"X91282_760.222_12.619_nan;(3S,4S,6aR,6bS,8R,8aR,12aS,14bR)-8-hydroxy-4,6a,6b,11,11,14b-hexamethyl-8a-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycarbonyl-3-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxy-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicene-4-carboxylic acid",7.960511563618136e-19,0.0,0.0
2320,X28295_613.34_4.542_nan,7.846929192740819e-19,0.0,0.0
2074,X24312_304.138_4.205_nan,7.688555292139697e-19,0.0,0.0
7238,X80957_590.389_10.417_nan,7.598191243388975e-19,0.0,0.0
5049,X62025_317.174_8.048_nan,7.480277472034747e-19,0.0,0.0
5558,"X66404_329.174_8.618_nan;Massbank:NA003096 (+)-Costunolide|Costunolide|(3aS,6E,10E,11aR)-6,10-dimethyl-3-methylidene-3a,4,5,8,9,11a-hexahydrocyclodeca[b]furan-2-one",7.437062636410333e-19,0.0,0.0
2412,X30037_414.175_4.684_nan,7.422596316624264e-19,0.0,0.0
337,X2320_294.169_1.063_nan,7.204573678749469e-19,0.0,0.0
1882,X21450_342.165_3.965_nan,7.01318767185691e-19,0.0,0.0
5609,X66840_267.195_8.684_nan,6.9272026130625505e-19,0.0,0.0
2491,X31253_404.243_4.79_nan,6.61987340199564e-19,0.0,0.0
8963,X92016_1079.257_12.92_nan,6.316447028286658e-19,0.0,0.0
7107,X79882_271.169_10.438_nan,6.243335147948784e-19,0.0,0.0
8722,X90833_186.981_12.46_nan,6.232096399285202e-19,0.0,0.0
7955,X87198_846.291_11.549_nan;Contaminants septum vial Thermo C4000-53 and C4000-54 serie,6.177283223282304e-19,0.0,0.0
4718,X58998_370.222_7.518_nan,6.069999949128048e-19,0.0,0.0
3935,X51502_321.169_6.754_nan,5.8717457623895015e-19,0.0,0.0
4652,X58421_293.174_7.529_nan,5.72705077241529e-19,0.0,0.0
6931,X78116_797.319_10.089_nan,5.69048853828849e-19,0.0,0.0
4511,X57072_297.169_7.229_nan,5.688569920851246e-19,0.0,0.0
535,X3462_280.154_1.674_nan,5.67195917365422e-19,0.0,0.0
4357,X55723_395.17_7.19_nan,5.49685854704966e-19,0.0,0.0
2246,X27038_320.222_4.347_nan,5.327763003824789e-19,0.0,0.0
7645,X84600_273.184_10.827_nan,5.037724350655463e-19,0.0,0.0
8065,X87766_680.424_11.412_nan,4.80000661982477e-19,0.0,0.0
6265,X72390_516.325_9.488_nan,4.66735650312273e-19,0.0,0.0
7914,X86928_1146.324_11.267_nan;Contaminant vial septum ThermoFisher C5000-44B,4.59953979093246e-19,0.0,0.0
8775,"X91086_774.235_12.572_nan;(3S,4S,6aR,6bS,8R,8aR,12aS,14bR)-8-hydroxy-4,6a,6b,11,11,14b-hexamethyl-8a-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycarbonyl-3-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxy-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicene-4-carboxylic acid",4.583739245941389e-19,0.0,0.0
7651,X84649_587.548_10.842_nan,4.5726744582574505e-19,0.0,0.0
105,X672_252.159_0.642_nan,4.382359232202332e-19,0.0,0.0
8207,"X88428_832.24_11.618_nan;(3S,4R)-7-hydroxy-3-[(3S,4R)-7-hydroxy-4-(4-hydroxyphenyl)-2-oxo-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-3-yl]-4-(4-hydroxyphenyl)-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-2-one",4.370041489035141e-19,0.0,0.0
3611,X47838_269.138_6.2_nan,4.36261118501698e-19,0.0,0.0
5523,X66075_395.206_8.62_nan,4.034452196666545e-19,0.0,0.0
3034,X40192_339.144_5.55_nan,3.933484865478226e-19,0.0,0.0
7487,X83062_274.216_10.799_nan,3.9263145881501535e-19,0.0,0.0
1346,X13729_353.134_3.104_nan,3.801662908454659e-19,0.0,0.0
8196,X88400_599.409_11.667_nan,3.741607041858846e-19,0.0,0.0
4007,"X52350_324.18_6.78_nan;NCGC00347546-02_C19H28O3_5,9-Dimethyl-14-oxotetracyclo[11.2.1.0~1,10~.0~4,9~]hexadecane-5-carboxylic acid",3.689784297897065e-19,0.0,0.0
1820,X20344_249.112_3.861_nan,3.682897731452133e-19,0.0,0.0
7266,X81216_576.389_10.456_nan,3.6750349351506964e-19,0.0,0.0
1873,"X21159_462.29_3.94_nan;[(2R,3R,4R,5R)-2-(2,4-dioxopyrimidin-1-yl)-4-hydroxy-5-(hydroxymethyl)oxolan-3-yl] 4-hydroxy-2-methoxy-6-methylbenzoate",3.599449528784425e-19,0.0,0.0
6998,X78943_397.258_10.195_nan,3.3429988174742814e-19,0.0,0.0
5844,X68674_277.143_8.983_nan,3.3405729662127683e-19,0.0,0.0
8122,X88083_612.503_11.54_nan,3.1780497957868376e-19,0.0,0.0
8776,X91087_793.527_12.431_nan,2.9727311683842646e-19,0.0,0.0
6698,X76074_313.179_9.911_nan,2.825293535984901e-19,0.0,0.0
4710,X58934_410.216_7.59_nan,2.5741757646241853e-19,0.0,0.0
686,X4666_236.128_2.075_nan,2.5512759978512475e-19,0.0,0.0
8524,X89869_1356.941_12.136_nan,2.5032861167712983e-19,0.0,0.0
191,X1397_608.566_0.719_nan,2.490551549391716e-19,0.0,0.0
2903,X38057_344.17_5.368_nan,2.445456831625721e-19,0.0,0.0
3028,X40076_476.306_5.541_nan,2.4057987822000267e-19,0.0,0.0
2807,X36600_370.186_5.177_nan,2.3709527412189424e-19,0.0,0.0
3053,X40504_251.185_5.578_nan;Spectral Match to Hexaethylene glycol from NIST14,2.2927631894733655e-19,0.0,0.0
4679,X58660_361.164_7.452_nan,2.2697809613625737e-19,0.0,0.0
818,X6327_251.139_2.275_nan,2.0039378061119144e-19,0.0,0.0
6364,X73227_846.505_9.568_nan,1.9973106876042998e-19,0.0,0.0
696,X4766_386.144_2.148_nan,1.9843483383083207e-19,0.0,0.0
3937,X51529_333.169_6.684_nan,1.978649610239055e-19,0.0,0.0
7848,X86445_792.595_11.103_nan,1.9700825951340753e-19,0.0,0.0
1818,X20314_354.154_3.791_nan,1.9578589507829283e-19,0.0,0.0
4809,X59821_364.211_7.706_nan,1.8937661270275789e-19,0.0,0.0
3195,X42563_398.217_5.785_nan,1.866669241042966e-19,0.0,0.0
4526,X57203_401.217_7.373_nan,1.860572289177606e-19,0.0,0.0
2994,X39549_384.222_5.501_nan,1.8523260784718876e-19,0.0,0.0
3586,X47651_375.179_6.255_nan,1.850776351018813e-19,0.0,0.0
8544,X89955_284.331_12.179_nan,1.8407443145892724e-19,0.0,0.0
1165,X10967_341.123_3.144_nan,1.806292727395761e-19,0.0,0.0
3861,X50534_269.174_6.579_nan,1.7771011715943622e-19,0.0,0.0
8618,"X90327_923.29_12.294_nan;(2S,3S,4S,5R,6R)-6-[[(3S,4R,6aR,6bS,8aS,14bR)-4-(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-8a-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycarbonyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",1.7723076211633472e-19,0.0,0.0
8987,X92097_536.503_12.95_nan;Cer(d18:2/20:1); [M+H]+ C38H72N1O3,1.754583186930661e-19,0.0,0.0
2755,X35706_303.238_5.18_nan,1.7198651291445353e-19,0.0,0.0
928,X7560_271.071_2.553_nan,1.6984241117023462e-19,0.0,0.0
2076,X24340_451.252_4.206_nan,1.6636549253391205e-19,0.0,0.0
4420,X56278_302.211_7.24_nan,1.6636056808101442e-19,0.0,0.0
5750,"X67832_190.05_8.853_nan;Massbank:EQ367204 Diethyl-phthalate|Diethyl phthalate|Diethyl benzene-1,2-dicarboxylate",1.6631785934077e-19,0.0,0.0
4011,X52405_498.233_6.78_nan,1.6463994232490682e-19,0.0,0.0
7071,X79613_595.414_10.258_nan,1.620511378047442e-19,0.0,0.0
8650,X90464_552.462_12.354_nan,1.6125163525557752e-19,0.0,0.0
221,X1591_214.918_0.812_nan,1.6032419668485747e-19,0.0,0.0
756,X5580_340.269_2.252_nan,1.5567393448744226e-19,0.0,0.0
7023,X79204_281.174_10.086_nan,1.5550711439295645e-19,0.0,0.0
673,X4504_301.175_2.04_nan,1.5147331961475367e-19,0.0,0.0
3739,X49194_612.374_6.432_nan,1.5063131827404343e-19,0.0,0.0
7869,X86589_565.566_11.138_nan,1.4555247304409827e-19,0.0,0.0
4072,X53129_219.174_6.867_nan;Massbank:PR303503 Atractylenolide III,1.4470191731171133e-19,0.0,0.0
3358,X44833_395.17_5.951_nan,1.4458859746617942e-19,0.0,0.0
7094,X79783_459.292_10.254_nan,1.403343237700933e-19,0.0,0.0
3789,X49686_467.029_6.48_nan,1.3893381365290954e-19,0.0,0.0
2052,X24005_183.101_4.287_nan,1.3830910655482987e-19,0.0,0.0
3716,X48913_255.122_6.398_nan,1.3749563807028412e-19,0.0,0.0
3148,X41864_249.148_5.691_nan,1.3723069892473933e-19,0.0,0.0
7661,X84725_287.2_10.859_nan,1.3496623153781235e-19,0.0,0.0
7325,X81702_562.373_10.512_nan,1.339809685032169e-19,0.0,0.0
1830,X20519_446.259_3.878_nan;Spectral Match to Undecaethylene glycol from NIST14,1.3199047557202417e-19,0.0,0.0
1177,X11140_325.128_2.969_nan,1.3195123123538752e-19,0.0,0.0
3027,X40059_372.253_5.543_nan,1.3053565386598422e-19,0.0,0.0
6422,X73724_396.103_9.625_nan,1.298535641260102e-19,0.0,0.0
3986,X52049_388.284_6.741_nan,1.2879252247991807e-19,0.0,0.0
4452,X56605_370.222_7.297_nan,1.2822696306278085e-19,0.0,0.0
3214,X42824_451.195_5.774_nan,1.2712652378948729e-19,0.0,0.0
7958,"X87219_924.567_11.294_nan;(2S,3S,4S,5R,6R)-6-[[(3S,4R,6aR,6bS,8aS,14bR)-4-(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-8a-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycarbonyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",1.2563100424731098e-19,0.0,0.0
4785,X59609_426.212_7.677_nan,1.2498937896663746e-19,0.0,0.0
2513,X31693_556.348_4.835_nan,1.240668841831407e-19,0.0,0.0
8630,X90390_260.237_12.333_nan,1.2326204243693872e-19,0.0,0.0
8083,X87872_580.39_11.449_nan,1.2219567310046641e-19,0.0,0.0
4717,X58990_207.138_7.596_nan;HUMULENE (alpha),1.199864679305147e-19,0.0,0.0
4008,X52354_461.235_6.774_nan,1.1917717604884327e-19,0.0,0.0
3009,X39741_484.217_5.567_nan,1.188100200175637e-19,0.0,0.0
2267,X27472_400.16_4.344_nan,1.1765676091157798e-19,0.0,0.0
2287,X27833_274.18_4.611_nan,1.1753413971251215e-19,0.0,0.0
6915,X77952_484.384_10.216_nan;Spectral Match to Nonaethylene glycol from NIST14,1.1671529205858624e-19,0.0,0.0
8700,X90722_473.456_12.444_nan,1.1654092628241698e-19,0.0,0.0
463,X3000_262.143_1.542_nan,1.1569533859723004e-19,0.0,0.0
4647,X58397_424.232_7.575_nan,1.1569533859723004e-19,0.0,0.0
2930,X38356_239.128_5.445_nan,1.1556772169004153e-19,0.0,0.0
1368,X14003_328.139_3.184_nan,1.1459813127747392e-19,0.0,0.0
6608,X75330_520.327_9.777_nan,1.138304527888731e-19,0.0,0.0
2791,X36395_428.3_5.222_nan,1.1258287392397328e-19,0.0,0.0
7340,X81778_574.374_10.514_nan,1.1182068180942397e-19,0.0,0.0
5195,X63282_368.206_8.162_nan,1.1109621914173465e-19,0.0,0.0
4763,X59390_382.222_7.546_nan,1.1043298137541037e-19,0.0,0.0
6560,X74840_356.279_9.86_nan,1.0919249163406964e-19,0.0,0.0
1024,X8999_386.144_2.732_nan,1.0914348640330106e-19,0.0,0.0
4508,X57051_508.961_7.354_nan,1.0860062715298878e-19,0.0,0.0
5092,X62364_380.206_8.034_nan,1.0738010855334223e-19,0.0,0.0
2813,X36711_382.185_5.299_nan,1.0734929841074013e-19,0.0,0.0
909,X7350_305.157_2.527_nan,1.0648894632628857e-19,0.0,0.0
201,X1488_226.891_0.738_nan,1.0510430211764495e-19,0.0,0.0
7998,"X87426_761.219_11.151_nan;[3,4-dihydroxy-6-[5-hydroxy-2-(4-hydroxyphenyl)-4-oxo-7-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-3-yl]oxy-5-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]methyl acetate",1.0503931903856082e-19,0.0,0.0
8215,X88473_614.462_11.702_nan,1.044597394138357e-19,0.0,0.0
1315,X13260_328.175_3.307_nan,1.0441988220749796e-19,0.0,0.0
4569,X57654_364.211_7.429_nan,1.0223887813949878e-19,0.0,0.0
7983,X87323_562.361_11.313_nan,1.0150574475471903e-19,0.0,0.0
1031,X9082_254.196_2.735_nan,1.0076709672283723e-19,0.0,0.0
8676,X90589_587.548_12.571_nan,1.0043646720888951e-19,0.0,0.0
2868,X37474_351.18_5.364_nan,9.934454144297668e-20,0.0,0.0
1959,X22681_444.186_4.069_nan,9.741099239661059e-20,0.0,0.0
6285,"X72606_291.195_9.493_nan;NCGC00384643-01_C20H32O2_(2E)-3-Methyl-5-[(1S,8aS)-5,5,8a-trimethyl-2-methylenedecahydro-1-naphthalenyl]-2-pentenoic acid",9.738229547244102e-20,0.0,0.0
1089,X9831_222.112_2.822_nan,9.681470655393547e-20,0.0,0.0
3183,X42355_379.175_5.898_nan,9.627541525329245e-20,0.0,0.0
7603,X84125_421.222_10.785_nan,9.53588229473169e-20,0.0,0.0
2677,X34371_265.143_5.055_nan,9.364901429820055e-20,0.0,0.0
2115,X24994_203.118_4.267_nan,9.185192903530891e-20,0.0,0.0
989,X8408_339.155_2.658_nan,8.973000375208253e-20,0.0,0.0
6010,X70060_715.452_9.185_nan,8.942905911966861e-20,0.0,0.0
1446,X15178_340.212_3.383_nan,8.936812837424101e-20,0.0,0.0
6676,X75900_532.291_9.87_nan,8.892021043259972e-20,0.0,0.0
1201,X11476_292.154_3.007_nan,8.786613790994822e-20,0.0,0.0
4118,X53538_331.19_7.095_nan,8.773986252047094e-20,0.0,0.0
342,X2365_184.133_1.122_nan,8.768120117179949e-20,0.0,0.0
863,X6761_324.18_2.445_nan,8.736418859308945e-20,0.0,0.0
3298,X44040_425.18_5.88_nan,8.733524885968644e-20,0.0,0.0
9032,X92247_730.561_13.002_nan,8.708226725601687e-20,0.0,0.0
3695,X48651_380.206_6.331_nan,8.682217602519462e-20,0.0,0.0
1547,X16477_411.128_3.509_nan,8.620817000977455e-20,0.0,0.0
1415,X14514_339.155_3.25_nan,8.321704429308326e-20,0.0,0.0
3566,X47457_482.238_6.315_nan,8.260758284748849e-20,0.0,0.0
1212,X11592_386.181_3.021_nan,8.072767006688508e-20,0.0,0.0
2631,X33609_361.221_4.991_nan,8.066749463757449e-20,0.0,0.0
8187,X88371_1072.306_11.702_nan;Contaminant vial septum ThermoFisher C5000-44B,8.013409292676338e-20,0.0,0.0
2480,X31186_382.186_4.769_nan,7.989123879540737e-20,0.0,0.0
2499,X31479_372.165_4.835_nan,7.928544305880584e-20,0.0,0.0
537,X3468_268.154_1.499_nan,7.926351027587758e-20,0.0,0.0
4428,X56345_397.186_7.264_nan,7.858214979751431e-20,0.0,0.0
6990,X78806_475.305_10.174_nan,7.846858242683801e-20,0.0,0.0
4888,X60554_352.248_7.803_nan,7.826792888491886e-20,0.0,0.0
2477,X31130_241.143_4.785_nan,7.787211793690729e-20,0.0,0.0
1448,X15197_252.086_3.384_nan,7.747733796399855e-20,0.0,0.0
7698,X85211_504.389_10.91_nan,7.715132806795681e-20,0.0,0.0
680,X4579_262.143_2.057_nan,7.683657318102984e-20,0.0,0.0
3340,X44594_544.291_5.937_nan,7.640205699242879e-20,0.0,0.0
3061,X40629_295.19_5.593_nan,7.616078493735633e-20,0.0,0.0
8668,"X90564_686.201_12.38_nan;7-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-3-[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy-6-[[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxy-6-methoxychromen-2-one",7.608612344155886e-20,0.0,0.0
4133,X53724_308.258_7.012_nan,7.57652015009533e-20,0.0,0.0
5461,X65613_322.201_8.407_nan,7.568831957923186e-20,0.0,0.0
7552,X83684_329.187_10.736_nan,7.515611071082276e-20,0.0,0.0
426,X2787_220.133_1.126_nan,7.481251055205641e-20,0.0,0.0
5684,X67329_590.382_8.76_nan,7.466197315514412e-20,0.0,0.0
6224,X71981_757.463_9.427_nan,7.465683526332283e-20,0.0,0.0
2043,"X23848_277.118_4.164_nan;Spectral Match to L-Phenylalanine, N-acetyl- from NIST14",7.439809335839341e-20,0.0,0.0
766,X5697_234.149_2.27_nan,7.428945709766549e-20,0.0,0.0
1964,X22723_222.112_4.073_nan,7.409142864561472e-20,0.0,0.0
2525,X31957_400.196_4.957_nan,7.369606601740545e-20,0.0,0.0
3577,X47566_298.164_6.237_nan;Parthenolide [M+NH4]+,7.314636838979887e-20,0.0,0.0
2697,X34699_372.201_5.028_nan,7.285974421071979e-20,0.0,0.0
377,X2530_360.213_1.139_nan,7.268750884574842e-20,0.0,0.0
2123,X25100_416.249_4.283_nan,7.233723431792246e-20,0.0,0.0
6011,"X70085_293.211_9.193_nan;Massbank:AC000104 5-hydroxyculmorin|(1S,3R,3aS,4R,6R,8aR,9R)-Decahydro-1,5,5,8a-tetramethyl-1,4-methanoazulene-3,6,9-triol",7.209726465553868e-20,0.0,0.0
8599,X90226_935.569_12.258_nan,7.151399185455578e-20,0.0,0.0
4436,X56419_267.159_7.273_nan,7.027273643919243e-20,0.0,0.0
495,X3205_164.107_1.538_nan,7.0123362426351e-20,0.0,0.0
8457,X89595_568.457_12.055_nan,6.955119203422858e-20,0.0,0.0
1163,X10911_334.201_3.109_nan,6.929438870440952e-20,0.0,0.0
8658,X90517_268.263_12.367_nan,6.924183614210974e-20,0.0,0.0
